lr_path,caption
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20220502.png,a satellite image of a farm with cropland and wheatfields
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20220514.png,a satellite image of a rural farmstead demonstrates the view of an agricultural field from the spacecraft
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20220519.png,a satellite image of an agricultural field surrounded by countryside
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20220601.png,a satellite image shows a small farm and two small fields
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20220606.png,"a satellite image of an area in the southwest of a city, texas"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20221016.png,a satellite image of the country and sky over a city with the surrounding countryside in the distance
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20221024.png,a satellite image of a field with a house and a few trees in the distance
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20221026.png,satellite image of a farm area showing a house and a barn
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20221029.png,satellite image of a farmland with buildings and trees
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20221123.png,a satellite image shows a satellite in the sky over a farmland
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20221130.png,satellite image of a ranch in california
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20221218.png,view from a telephoto lens at f/4
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20230122.png,satellite image of a town with a small lake and a pond
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20230226.png,satellite photo of a city and surrounding countryside
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20230305.png,"satellite image of the tucson valley, kansas"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20230310.png,a satellite image of a farmland in the southern united states
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20230412.png,satellite image of the savannah area of alabama
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20230417.png,"it shows the countryside and surrounding country side of a city, with a few buildings and trees"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20231004.png,"in this satellite image of the santa barbara valley, the image shows a large area of flat farmland in the valley,"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20231006.png,"a satellite image of the country, with a hut on a hill"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20231011.png,"it shows the image of a field, and the surrounding area, with a hill and a small hill in the background"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20231019.png,"satellite image of a farm in a town, a map of the state of massachusetts"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20231024.png,"satellite image of a farm, surrounded by hills and a lake"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20231026.png,"satellite view of the village of etymo, sao paulo, brazil"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20231029.png,satellite image of an area with a grassy field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20231031.png,a satellite image of the world's largest planet
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20231105.png,a satellite image of a farmland with a house and farm buildings
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20231120.png,satellite image of a country-side view of a farmland
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20231205.png,"this satellite image shows the area of a green field, in southern california, where a house is on a hill with a blue sky and a blue sky and white clouds"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20231208.png,a satellite image of the slovenian hamlets of koetsa
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20231210.png,"satellite image of a village, salem, csr satellite image"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20231220.png,satellite image of a small town in india
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20210228.png,a satellite image of a farmland in the corn belt
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20210407.png,satellite imagery of a city in california
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20210419.png,"a satellite image shows a village in the middle of a landmass, and a large number of buildings and buildings on a land"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20210517.png,it shows a large area of land with a large area of grass and trees
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20210527.png,a satellite image showing the earth from space
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20210623.png,a satellite image shows a rural area that is surrounded by a large area of grass and trees
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20210701.png,a satellite image of a farm is shown with the top of a field to the left and a small row of trees in the middle
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20211006.png,satellite image of farmland with farm buildings
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20211011.png,a satellite image of a farm
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20211014.png,a satellite image of a town showing the outline of a house and a farm with a field in the background
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20211016.png,a satellite image of a farm is shown with a farmhouse and farm buildings
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20211029.png,a satellite image of a rural area in a county
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20211031.png,a satellite image of the southeastern United States of the southwestern United States and eastward
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20211105.png,the satellite images shows an area of land and grass
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20211108.png,this satellite image shows the rural countryside of north america
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20211110.png,sds satellite image of cornfields and farmland ohio sds satellite image of cornfields and farmland ohio satellite image of cornfields and farmland ohio satellite image of cornfields and farmland ohio satellite image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20211115.png,satellite image of a prairie farm in texas
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20211118.png,satellite image of a farm with trees and crops
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20211125.png,"satellite image of land and hills in the area of town of el paso, texas, usa"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20220211.png,a satellite image of a large farm field with a house in the distance
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20220213.png,a satellite image of a farmland area surrounded by a city
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20220221.png,sss image of earth on the radar screen of a satellite
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20220310.png,a satellite image shows a rural area with a small town in the middle
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20220318.png,a satellite image of a farm and a farm
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20220320.png,the satellite image is a satellite image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20220323.png,i iii
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20220330.png,satellite image showing a rural area containing a city and two rural areas
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20220407.png,a satellite image of a county in the utah valley
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20220424.png,samsung galaxy s5 satellite image courtesy google earth
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20220427.png,"a satellite image of the southern hemisphere and the pacific ocean region, taken from the spacecraft 'nasa's orbiting spacecraft cso dsc - courtesy nasa"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20220502.png,it shows the size and shape of various farms and fields in the area
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20220514.png,a satellite image shows a large area in the middle of a wheat field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20220519.png,a satellite image shows the earth as seen from space a satellite image /                                         
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20220601.png,a satellite image shows a field of crops and fields
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20220606.png,sc nsa satellite image of a farmland in oklahoma u
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20221016.png,a satellite image shows a rural area of a farm field and countryside
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20221024.png,a satellite image of a field showing a field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20221026.png,satellite image of a fireball and a fireball in the sky over a farm
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20221029.png,"this satellite image shows the south end of the town of san juan city, chile, argentina, as seen from a satellite"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20221123.png,a satellite image of the rural countryside and countryside
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20221130.png,satellite image of farm field in texas
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20221218.png,satellite image of a large farm in the middle of a field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20230122.png,"a satellite image of an agricultural farmland in idaho county, ohio"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20230226.png,a satellite photo of a farmland
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20230305.png,a satellite image of a town of land with green fields and buildings
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20230310.png,satellite image of a rural area in the state of oklahoma
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20230412.png,as a satellite image of a small rural area
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20230417.png,i am looking at the photo of a populated area and a small area with grass
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20231004.png,satellite image of a sand dunes in southern california
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20231006.png,satellite image of the southern end of a city
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20231011.png,a satellite image of a farmland in south korea
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20231019.png,a satellite image shows the view from earth and surrounding area
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20231024.png,satellite image of a field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20231026.png,a satellite image of a farm and crops in the southwest of the county
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20231029.png,a satellite image of a farm in the middle of a large green field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20231031.png,satellite image of a house and rural field in santa cruz county
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20231105.png,"a satellite image of the earth, satellite image of the earth, earth image of a sandpit surrounded by a fenced area and a city surrounded by a large area"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20231120.png,a satellite image of a farm field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20231205.png,"satellite view of land, with a tan colored area in the middle"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20231208.png,"a satellite image of a rural area with small houses, trees, and grasses"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20231210.png,satellite image of a rural land area in the south of texas
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_131_20231220.png,a satellite image of the earth from space
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_132_20210228.png,satellite image of a city in arizona
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_132_20210407.png,satellite image of a city in russia
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_132_20210419.png,"the image shows a view of the city of nab, a city in the afghanistan"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_132_20210517.png,"this satellite image shows the city of yugoslavia, taken from space"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_132_20210527.png,"satellite image of the city of cairo, sao paulo, and an area of the outskirts of cairo, brazil"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_132_20210623.png,"santa barbara, san pedro, santa barbara, santa barbara , santa barbara santa barbara, santa barbara, santa barbara, santa barbara, santa barbara, santa barbara, santa barbara, santa barbara, santa barbara, "
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_132_20210701.png,a satellite image of a city with its suburbs and surrounding areas
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_132_20211006.png,satellite image of a city with some buildings and trees
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_132_20211011.png,a satellite image of a city and surrounding area
